2,1.4092519151658274,4.497221228225993,0.21641760223651202,0.49889960319767124,556,4,0.2,50,1,0.3,1.8,1.2,0.2,4.8,0.3,0.3,75,240,0.3,75,0.5,0.3,50,0.2,294,4.5,4240,8998,21682
6,1.4030256128724954,4.474533707179598,0.1958155283772322,0.5630036893637731,556,4,0.2,50,1,0.3,1.8,1.2,0.2,4.8,0.3,0.3,75,240,0.3,75,0.5,0.3,50,0.2,294,4.5,4642,11926,24652
4,1.3820176169376348,4.509664968112479,0.2286701570348143,0.44042911923303224,556,4,0.2,50,1,0.3,1.8,1.2,0.2,4.8,0.3,0.3,75,240,0.3,75,0.5,0.3,50,0.2,294,4.5,6008,11770,27210
10,1.3693210075985898,4.575148556933677,0.19169146070478882,0.520032758627915,556,4,0.2,50,1,0.3,1.8,1.2,0.2,4.8,0.3,0.3,75,240,0.3,75,0.5,0.3,50,0.2,294,4.5,3866,10274,22276
8,1.366974312416322,4.466249245965894,0.2223895238394115,0.5209257565654685,556,4,0.2,50,1,0.3,1.8,1.2,0.2,4.8,0.3,0.3,75,240,0.3,75,0.5,0.3,50,0.2,294,4.5,4472,12230,22478
9,1.406318996008268,4.446538107040967,0.16580794115580588,0.49080974877899636,556,4,0.2,50,1,0.3,1.8,1.2,0.2,4.8,0.3,0.3,75,240,0.3,75,0.5,0.3,50,0.2,294,4.5,4494,10998,21838
5,1.3961765708565232,4.561897587202862,0.20670988201057708,0.4697648021639168,556,4,0.2,50,1,0.3,1.8,1.2,0.2,4.8,0.3,0.3,75,240,0.3,75,0.5,0.3,50,0.2,294,4.5,4682,10456,22116
7,1.408879513688479,4.470399509955733,0.18749092182622987,0.49500377814280333,556,4,0.2,50,1,0.3,1.8,1.2,0.2,4.8,0.3,0.3,75,240,0.3,75,0.5,0.3,50,0.2,294,4.5,3758,8624,18966
3,1.3900162040763275,4.397255489537708,0.23157412052012263,0.518201145397357,556,4,0.2,50,1,0.3,1.8,1.2,0.2,4.8,0.3,0.3,75,240,0.3,75,0.5,0.3,50,0.2,294,4.5,4766,10772,23186
1,1.3502989072183582,4.474779811953659,0.2211217089209305,0.5053732757660901,556,4,0.2,50,1,0.3,1.8,1.2,0.2,4.8,0.3,0.3,75,240,0.3,75,0.5,0.3,50,0.2,294,4.5,4714,9270,17942
12,1.3818086141245276,4.524949280952847,0.20378373575138856,0.47054563790969517,556,4,0.2,50,1,0.3,1.8,1.2,0.2,4.8,0.3,0.3,75,240,0.3,75,0.5,0.3,50,0.2,294,4.5,6178,10044,22774
13,1.4005315225668882,4.448877201368745,0.19363623119948825,0.5083841827173418,556,4,0.2,50,1,0.3,1.8,1.2,0.2,4.8,0.3,0.3,75,240,0.3,75,0.5,0.3,50,0.2,294,4.5,4184,9612,21134
15,1.4483301032043447,4.545248464258418,0.2082537055473325,0.5121095876323479,556,4,0.2,50,1,0.3,1.8,1.2,0.2,4.8,0.3,0.3,75,240,0.3,75,0.5,0.3,50,0.2,294,4.5,5078,12550,22182
14,1.428148482733693,4.545719278044131,0.17077165645609782,0.42889029268776024,556,4,0.2,50,1,0.3,1.8,1.2,0.2,4.8,0.3,0.3,75,240,0.3,75,0.5,0.3,50,0.2,294,4.5,3736,9548,19160
17,1.3938359852739322,4.51313032154669,0.21030696119545533,0.4843383431080064,556,4,0.2,50,1,0.3,1.8,1.2,0.2,4.8,0.3,0.3,75,240,0.3,75,0.5,0.3,50,0.2,294,4.5,3372,8642,18626
16,1.3904734029602577,4.462151314598337,0.19813858287538624,0.4998572105648666,556,4,0.2,50,1,0.3,1.8,1.2,0.2,4.8,0.3,0.3,75,240,0.3,75,0.5,0.3,50,0.2,294,4.5,4330,9516,21616
18,1.3832725106019557,4.497022201816686,0.1911001564720316,0.48820067410134577,556,4,0.2,50,1,0.3,1.8,1.2,0.2,4.8,0.3,0.3,75,240,0.3,75,0.5,0.3,50,0.2,294,4.5,4704,10434,22548
11,1.3746219089448148,4.536645781303145,0.1944081150232253,0.557106758602987,556,4,0.2,50,1,0.3,1.8,1.2,0.2,4.8,0.3,0.3,75,240,0.3,75,0.5,0.3,50,0.2,294,4.5,4494,10584,21512
19,1.3925398359155887,4.528827742073711,0.2132115865791974,0.48181078814939643,556,4,0.2,50,1,0.3,1.8,1.2,0.2,4.8,0.3,0.3,75,240,0.3,75,0.5,0.3,50,0.2,294,4.5,4022,8744,19092
20,1.4044129964941034,4.569242558524894,0.17974691427743023,0.5253525385426787,556,4,0.2,50,1,0.3,1.8,1.2,0.2,4.8,0.3,0.3,75,240,0.3,75,0.5,0.3,50,0.2,294,4.5,4678,13674,22458
21,1.4059890445438088,4.5188113811164765,0.1877984217643389,0.48854547853993746,556,4,0.2,50,1,0.3,1.8,1.2,0.2,4.8,0.3,0.3,75,240,0.3,75,0.5,0.3,50,0.2,294,4.5,4344,9346,20062
23,1.3945848210834686,4.49455725153654,0.21566315343423317,0.43925605184518207,556,4,0.2,50,1,0.3,1.8,1.2,0.2,4.8,0.3,0.3,75,240,0.3,75,0.5,0.3,50,0.2,294,4.5,3632,7628,16718
22,1.4210103879145701,4.542262970648396,0.21923072658579168,0.44210612121227333,556,4,0.2,50,1,0.3,1.8,1.2,0.2,4.8,0.3,0.3,75,240,0.3,75,0.5,0.3,50,0.2,294,4.5,4592,9298,19320
24,1.401433956043393,4.470717856802582,0.2062181635163448,0.5510663129745872,556,4,0.2,50,1,0.3,1.8,1.2,0.2,4.8,0.3,0.3,75,240,0.3,75,0.5,0.3,50,0.2,294,4.5,4696,9814,19882
25,1.3969713310205174,4.4519485355661255,0.18233166880182644,0.5171181136733731,556,4,0.2,50,1,0.3,1.8,1.2,0.2,4.8,0.3,0.3,75,240,0.3,75,0.5,0.3,50,0.2,294,4.5,4094,9286,20858
27,1.3917317228713708,4.505558161371146,0.20998976265237898,0.4561332472223231,556,4,0.2,50,1,0.3,1.8,1.2,0.2,4.8,0.3,0.3,75,240,0.3,75,0.5,0.3,50,0.2,294,4.5,5254,11706,20858
26,1.4204844787588737,4.520255990812994,0.19103140135983923,0.5145896353441951,556,4,0.2,50,1,0.3,1.8,1.2,0.2,4.8,0.3,0.3,75,240,0.3,75,0.5,0.3,50,0.2,294,4.5,3062,8640,18012
28,1.438268027635252,4.507596274812113,0.21843127579832494,0.48495404487940497,556,4,0.2,50,1,0.3,1.8,1.2,0.2,4.8,0.3,0.3,75,240,0.3,75,0.5,0.3,50,0.2,294,4.5,3722,10014,22156
29,1.399353500435438,4.584380995893118,0.20332957308500155,0.48858677212574503,556,4,0.2,50,1,0.3,1.8,1.2,0.2,4.8,0.3,0.3,75,240,0.3,75,0.5,0.3,50,0.2,294,4.5,4834,10466,19832
30,1.3552906655686043,4.509243514819361,0.19244168905274878,0.4725474995264421,556,4,0.2,50,1,0.3,1.8,1.2,0.2,4.8,0.3,0.3,75,240,0.3,75,0.5,0.3,50,0.2,294,4.5,5218,10826,20480
